,DHSID,DHSCC,DHSYEAR,v001,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,wt,dPrevU5,pc_bas_w,pc_bas_s,pc_imp_h,pc_Wnoed
0,CI201200000001,CI,2012.0,1.0,9.0,Sud sans Abidjan,GPS,R,5.973453,1.80315,0.0416666666666666,27.160493827160494,11.728395061728394,0.0,72.41379310344827
1,CI201200000002,CI,2012.0,2.0,8.0,Ouest,GPS,R,6.462503,0.997934,0.2333333333333333,69.66292134831461,0.0,0.9803921568627452,74.07407407407408
2,CI201200000003,CI,2012.0,3.0,8.0,Ouest,GPS,R,7.274597,0.192455,0.0909090909090909,48.21428571428572,0.0,0.0,62.5
3,CI201200000004,CI,2012.0,4.0,6.0,Nord-Est,GPS,R,7.731449,0.470353,0.1481481481481481,87.59124087591242,2.9197080291970803,0.0,47.82608695652174
4,CI201200000005,CI,2012.0,5.0,3.0,Centre-Nord,GPS,U,7.71383,0.922173,0.2105263157894736,100.0,18.461538461538463,15.625,65.38461538461539
5,CI201200000006,CI,2012.0,6.0,1.0,Centre,GPS,R,7.745866,0.570016,0.0,43.03797468354431,5.063291139240507,0.0,100.0
6,CI201200000007,CI,2012.0,7.0,1.0,Centre,GPS,U,6.643734,0.925392,0.0769230769230769,100.0,100.0,63.92405063291139,9.30232558139535
7,CI201200000008,CI,2012.0,8.0,8.0,Ouest,GPS,R,6.892448,0.543785,0.28,19.806763285024157,30.434782608695656,0.0,61.11111111111112
8,CI201200000009,CI,2012.0,9.0,11.0,Ville D'Abidjan,GPS,U,5.358886,1.012745,0.0,100.0,100.0,82.20858895705521,16.3265306122449
9,CI201200000010,CI,2012.0,10.0,8.0,Ouest,GPS,U,7.41094,0.897664,0.3636363636363636,100.0,8.641975308641975,100.0,85.71428571428571
10,CI201200000011,CI,2012.0,11.0,3.0,Centre-Nord,GPS,U,7.714617,0.572191,0.125,75.49668874172185,37.74834437086093,64.19753086419753,64.51612903225806
11,CI201200000012,CI,2012.0,12.0,10.0,Sud-Ouest,GPS,U,5.779923,0.635868,0.0,74.73684210526315,33.68421052631579,53.191489361702125,30.0
12,CI201200000013,CI,2012.0,13.0,4.0,Centre-Ouest,GPS,R,6.370819,0.849758,0.3636363636363636,82.56880733944955,5.504587155963304,32.55813953488372,62.96296296296296
13,CI201200000014,CI,2012.0,14.0,10.0,Sud-Ouest,GPS,R,4.819801,0.158611,0.125,8.823529411764707,0.0,0.0,61.11111111111112
14,CI201200000015,CI,2012.0,15.0,9.0,Sud sans Abidjan,GPS,R,6.150866,1.486792,0.0909090909090909,36.66666666666666,4.166666666666666,0.0,90.47619047619048
15,CI201200000016,CI,2012.0,16.0,9.0,Sud sans Abidjan,GPS,R,6.111719,1.771654,0.125,46.913580246913575,17.28395061728395,30.434782608695656,65.38461538461539
16,CI201200000017,CI,2012.0,17.0,1.0,Centre,GPS,R,6.356634,0.521256,0.3,82.17054263565892,0.0,2.4,50.0
17,CI201200000018,CI,2012.0,18.0,6.0,Nord-Est,GPS,R,8.246031,0.753271,0.1818181818181818,92.7927927927928,0.0,25.0,85.71428571428571
18,CI201200000019,CI,2012.0,19.0,11.0,Ville D'Abidjan,GPS,U,5.26283,2.313948,0.1818181818181818,100.0,91.25,89.01098901098901,13.725490196078432
19,CI201200000020,CI,2012.0,20.0,6.0,Nord-Est,GPS,U,8.031223,0.426326,0.1111111111111111,94.1747572815534,54.36893203883495,61.8421052631579,20.0
20,CI201200000021,CI,2012.0,21.0,11.0,Ville D'Abidjan,GPS,U,5.36311,1.633434,0.1666666666666666,100.0,48.18181818181818,72.05882352941177,40.74074074074074
21,CI201200000022,CI,2012.0,22.0,8.0,Ouest,GPS,R,7.054705,1.820578,0.3461538461538461,73.29545454545455,15.909090909090908,0.0,74.07407407407408
22,CI201200000023,CI,2012.0,23.0,2.0,Centre-Est,GPS,R,7.216652,0.623047,0.25,83.55263157894737,12.5,0.0,90.9090909090909
23,CI201200000024,CI,2012.0,24.0,3.0,Centre-Nord,GPS,U,7.759748,0.511881,0.0869565217391304,43.0939226519337,7.18232044198895,0.0,52.63157894736842
24,CI201200000025,CI,2012.0,25.0,6.0,Nord-Est,GPS,R,8.38987,0.384592,0.0555555555555555,83.7037037037037,1.4814814814814816,0.0,65.0
25,CI201200000026,CI,2012.0,26.0,2.0,Centre-Est,GPS,U,6.74213,0.426012,0.1818181818181818,89.0,49.0,16.455696202531644,13.636363636363637
26,CI201200000027,CI,2012.0,27.0,10.0,Sud-Ouest,GPS,R,5.554276,0.854401,0.2857142857142857,4.761904761904762,0.0,7.894736842105263,89.47368421052632
27,CI201200000028,CI,2012.0,28.0,8.0,Ouest,GPS,R,7.670873,1.110245,0.0,48.507462686567166,0.0,66.66666666666666,76.19047619047619
28,CI201200000029,CI,2012.0,29.0,10.0,Sud-Ouest,GPS,R,6.150994,0.212661,0.25,12.38095238095238,5.714285714285714,100.0,84.21052631578947
29,CI201200000030,CI,2012.0,30.0,6.0,Nord-Est,GPS,R,8.123569,0.470496,0.1875,98.56115107913668,0.0,0.0,73.07692307692307
30,CI201200000031,CI,2012.0,31.0,1.0,Centre,GPS,U,6.571018,0.729722,0.2222222222222222,95.6043956043956,7.608695652173914,45.16129032258064,70.0
31,CI201200000032,CI,2012.0,32.0,4.0,Centre-Ouest,GPS,U,6.613021,1.373985,0.1875,58.97435897435898,29.059829059829063,0.0,54.16666666666666
32,CI201200000033,CI,2012.0,33.0,4.0,Centre-Ouest,GPS,R,7.153319,4.396831,0.2413793103448276,44.82758620689656,8.96551724137931,28.08988764044944,61.53846153846154
33,CI201200000034,CI,2012.0,34.0,8.0,Ouest,GPS,U,7.276869,1.219911,0.2222222222222222,70.37037037037037,15.555555555555555,0.0,41.37931034482759
34,CI201200000035,CI,2012.0,35.0,6.0,Nord-Est,GPS,U,8.035473,0.308917,0.0909090909090909,100.0,63.888888888888886,59.25925925925925,40.909090909090914
35,CI201200000036,CI,2012.0,36.0,4.0,Centre-Ouest,GAZ,R,6.753785,0.994813,0.1818181818181818,69.73684210526315,0.0,9.473684210526317,56.52173913043478
36,CI201200000037,CI,2012.0,37.0,6.0,Nord-Est,GPS,U,7.493733,0.243591,0.3157894736842105,96.42857142857144,18.75,6.930693069306932,47.82608695652174
37,CI201200000038,CI,2012.0,38.0,10.0,Sud-Ouest,GPS,R,5.887836,1.306222,0.1851851851851851,15.88235294117647,5.294117647058823,15.555555555555555,70.96774193548387
38,CI201200000039,CI,2012.0,39.0,3.0,Centre-Nord,GPS,U,8.782206,0.555747,0.0588235294117647,84.21052631578947,45.11278195488722,0.0,86.95652173913044
39,CI201200000040,CI,2012.0,40.0,8.0,Ouest,GPS,U,6.544823,0.42667,0.1111111111111111,85.47008547008546,62.39316239316239,25.352112676056336,16.0
40,CI201200000041,CI,2012.0,41.0,10.0,Sud-Ouest,GPS,R,5.436679,0.218335,0.1034482758620689,80.37974683544303,5.063291139240507,42.42424242424242,77.77777777777779
41,CI201200000042,CI,2012.0,42.0,2.0,Centre-Est,GPS,R,7.101894,0.413432,0.0,69.92481203007519,20.30075187969925,0.0,73.68421052631578
42,CI201200000043,CI,2012.0,43.0,2.0,Centre-Est,GPS,R,6.981249,0.537777,0.2222222222222222,97.27272727272728,26.36363636363636,9.25925925925926,33.33333333333333
43,CI201200000044,CI,2012.0,44.0,8.0,Ouest,GPS,R,7.209309,1.707622,0.15,73.04347826086956,14.782608695652174,2.469135802469136,44.44444444444444
44,CI201200000045,CI,2012.0,45.0,5.0,Nord,GPS,U,9.472752,0.550937,0.238095238095238,90.06211180124224,31.05590062111801,16.304347826086957,41.17647058823529
45,CI201200000046,CI,2012.0,46.0,7.0,Nord-Ouest,GPS,U,8.075675,0.412724,0.5263157894736842,100.0,32.857142857142854,43.13725490196079,60.97560975609756
46,CI201200000047,CI,2012.0,47.0,8.0,Ouest,GPS,R,6.125206,2.080827,0.0588235294117647,84.11214953271028,11.214953271028037,22.807017543859647,34.78260869565217
47,CI201200000048,CI,2012.0,48.0,3.0,Centre-Nord,GPS,U,7.682816,0.554697,0.125,93.16239316239316,50.427350427350426,52.94117647058824,20.0
48,CI201200000049,CI,2012.0,49.0,7.0,Nord-Ouest,GPS,R,9.280311,0.442011,0.22,62.77056277056276,4.329004329004329,0.0,95.23809523809524
49,CI201200000050,CI,2012.0,50.0,5.0,Nord,GPS,R,9.188715,0.701754,0.0,90.3846153846154,0.0,0.0,100.0
50,CI201200000051,CI,2012.0,51.0,3.0,Centre-Nord,GPS,U,7.746292,1.357484,0.1739130434782608,96.32352941176472,22.794117647058822,29.6875,54.54545454545454
51,CI201200000052,CI,2012.0,52.0,5.0,Nord,GPS,U,10.475819,0.406004,0.1818181818181818,91.52542372881356,80.22598870056498,1.2738853503184715,41.02564102564102
52,CI201200000053,CI,2012.0,53.0,9.0,Sud sans Abidjan,GPS,R,5.443626,3.445507,0.0,66.02564102564102,8.38709677419355,0.0,82.14285714285714
53,CI201200000054,CI,2012.0,54.0,8.0,Ouest,GPS,U,7.396489,0.512697,0.3846153846153846,83.06451612903226,27.41935483870968,100.0,38.46153846153847
54,CI201200000055,CI,2012.0,55.0,11.0,Ville D'Abidjan,GPS,U,5.344163,1.590652,0.0,100.0,45.80152671755725,88.39285714285714,34.375
55,CI201200000056,CI,2012.0,56.0,2.0,Centre-Est,GPS,R,6.16192,0.213062,0.25,71.97802197802197,21.428571428571427,0.0,66.66666666666666
56,CI201200000057,CI,2012.0,57.0,10.0,Sud-Ouest,GPS,R,5.358413,0.758599,0.0555555555555555,42.64705882352941,0.0,26.08695652173913,72.0
57,CI201200000058,CI,2012.0,58.0,11.0,Ville D'Abidjan,GPS,U,5.358759,1.554606,0.2352941176470588,100.0,41.02564102564102,60.46511627906976,47.22222222222222
58,CI201200000059,CI,2012.0,59.0,3.0,Centre-Nord,GPS,R,8.359189,0.511596,0.08,57.55813953488372,0.0,0.0,88.88888888888889
59,CI201200000060,CI,2012.0,60.0,3.0,Centre-Nord,GAZ,U,7.702682,0.963152,0.0476190476190476,57.22222222222222,12.777777777777777,0.0,57.14285714285714
60,CI201200000061,CI,2012.0,61.0,1.0,Centre,GPS,U,6.800891,0.629648,0.2941176470588235,100.0,11.29032258064516,100.0,44.44444444444444
61,CI201200000062,CI,2012.0,62.0,10.0,Sud-Ouest,GPS,R,4.494208,0.756298,0.2,10.559006211180124,7.453416149068323,48.45360824742268,75.0
62,CI201200000063,CI,2012.0,63.0,11.0,Ville D'Abidjan,GAZ,U,5.353508,1.606516,0.1428571428571428,100.0,82.96296296296296,62.60869565217392,13.79310344827586
63,CI201200000064,CI,2012.0,64.0,1.0,Centre,GPS,R,6.823671,0.625945,0.0833333333333333,89.5104895104895,12.587412587412588,100.0,61.11111111111112
64,CI201200000065,CI,2012.0,65.0,2.0,Centre-Est,GPS,R,6.903736,0.424865,0.5625,85.45454545454545,4.545454545454546,11.428571428571429,47.05882352941176
65,CI201200000066,CI,2012.0,66.0,4.0,Centre-Ouest,GPS,R,6.357202,2.473218,0.3125,12.195121951219512,0.0,0.0,52.38095238095239
66,CI201200000067,CI,2012.0,67.0,9.0,Sud sans Abidjan,GPS,R,5.324231,2.14945,0.2424242424242424,91.97860962566844,31.016042780748663,57.407407407407405,25.0
67,CI201200000068,CI,2012.0,68.0,4.0,Centre-Ouest,GPS,U,6.132941,1.331726,0.1666666666666666,76.10619469026548,7.079646017699115,32.098765432098766,91.30434782608695
68,CI201200000069,CI,2012.0,69.0,4.0,Centre-Ouest,GPS,R,6.412359,1.781705,0.0344827586206896,93.33333333333331,17.77777777777778,0.0,85.18518518518519
69,CI201200000070,CI,2012.0,70.0,10.0,Sud-Ouest,GPS,R,6.120202,1.053558,0.1176470588235294,36.36363636363637,0.0,15.0,85.0
70,CI201200000071,CI,2012.0,71.0,11.0,Ville D'Abidjan,GPS,U,5.335063,2.634872,0.1428571428571428,95.07042253521126,100.0,100.0,27.500000000000004
71,CI201200000072,CI,2012.0,72.0,10.0,Sud-Ouest,GPS,U,5.416982,3.937821,0.1,44.03669724770643,0.0,26.923076923076923,54.54545454545454
72,CI201200000073,CI,2012.0,73.0,4.0,Centre-Ouest,GPS,R,6.786519,1.821188,0.1428571428571428,26.291079812206576,0.0,0.0,45.71428571428572
73,CI201200000074,CI,2012.0,74.0,3.0,Centre-Nord,GPS,U,7.701195,0.538602,0.2222222222222222,79.82456140350878,7.079646017699115,9.25925925925926,68.18181818181817
74,CI201200000075,CI,2012.0,75.0,9.0,Sud sans Abidjan,GPS,U,5.498814,3.523954,0.125,63.24786324786324,14.529914529914532,33.33333333333333,57.89473684210527
75,CI201200000076,CI,2012.0,76.0,11.0,Ville D'Abidjan,GAZ,U,5.336269,1.756938,0.1666666666666666,100.0,100.0,54.91803278688525,17.073170731707318
76,CI201200000077,CI,2012.0,77.0,3.0,Centre-Nord,GPS,R,8.095853,0.383374,0.0833333333333333,72.07207207207207,18.01801801801802,0.0,88.23529411764706
77,CI201200000078,CI,2012.0,78.0,4.0,Centre-Ouest,GPS,U,6.142045,1.76266,0.0,99.15966386554622,81.5126050420168,69.89247311827957,10.714285714285714
78,CI201200000079,CI,2012.0,79.0,1.0,Centre,GPS,U,6.650154,1.987899,0.3076923076923077,78.89908256880734,15.59633027522936,0.0,22.22222222222222
79,CI201200000080,CI,2012.0,80.0,2.0,Centre-Est,GAZ,U,6.072718,0.049668,0.2222222222222222,94.9438202247191,17.97752808988764,0.0,47.05882352941176
80,CI201200000081,CI,2012.0,81.0,9.0,Sud sans Abidjan,GPS,U,5.814222,2.318206,0.1538461538461538,85.48387096774194,4.838709677419355,0.0,56.00000000000001
81,CI201200000082,CI,2012.0,82.0,6.0,Nord-Est,GPS,R,9.66782,0.597558,0.2105263157894736,53.24675324675325,0.0,18.55670103092784,75.0
82,CI201200000083,CI,2012.0,83.0,1.0,Centre,GPS,U,6.821975,0.622315,0.2,94.85294117647058,50.0,100.0,26.190476190476197
83,CI201200000084,CI,2012.0,84.0,7.0,Nord-Ouest,GPS,U,8.283615,0.173408,0.1739130434782608,78.73563218390804,64.74358974358975,100.0,38.46153846153847
84,CI201200000085,CI,2012.0,85.0,5.0,Nord,GPS,R,9.380362,0.373465,0.3181818181818182,89.32584269662921,8.98876404494382,0.0,91.66666666666666
85,CI201200000086,CI,2012.0,86.0,2.0,Centre-Est,GPS,U,7.134544,0.241952,0.3,100.0,27.927927927927925,15.942028985507244,59.09090909090909
86,CI201200000087,CI,2012.0,87.0,6.0,Nord-Est,GPS,R,7.969318,0.388866,0.2307692307692307,54.34782608695652,0.0,0.0,73.68421052631578
87,CI201200000088,CI,2012.0,88.0,1.0,Centre,GPS,R,6.637517,0.684941,0.0625,83.73983739837398,14.634146341463412,0.0,50.0
88,CI201200000089,CI,2012.0,89.0,4.0,Centre-Ouest,GPS,R,6.825132,0.516981,0.1538461538461538,78.44827586206897,0.0,32.467532467532465,62.5
89,CI201200000090,CI,2012.0,90.0,2.0,Centre-Est,GPS,R,6.362925,0.224479,0.1851851851851851,78.94736842105263,8.771929824561402,0.0,68.0
90,CI201200000091,CI,2012.0,91.0,3.0,Centre-Nord,GPS,U,7.801044,0.528035,0.2916666666666667,32.926829268292686,0.0,0.0,89.28571428571429
91,CI201200000092,CI,2012.0,92.0,8.0,Ouest,GPS,R,6.962653,0.621955,0.2424242424242424,59.900990099009896,2.4752475247524752,0.0,51.35135135135135
92,CI201200000093,CI,2012.0,93.0,11.0,Ville D'Abidjan,GPS,U,5.336272,1.183588,0.1904761904761904,100.0,35.2112676056338,73.68421052631578,53.84615384615385
93,CI201200000094,CI,2012.0,94.0,10.0,Sud-Ouest,GPS,R,4.954372,0.524306,0.1176470588235294,22.93577981651376,0.0,5.88235294117647,73.68421052631578
94,CI201200000095,CI,2012.0,95.0,7.0,Nord-Ouest,GPS,R,8.066473,0.48571,0.3333333333333333,65.13761467889908,21.100917431192663,9.137055837563452,93.93939393939394
95,CI201200000096,CI,2012.0,96.0,4.0,Centre-Ouest,GPS,R,6.559061,1.125849,0.025,65.9090909090909,0.0,0.0,46.15384615384615
96,CI201200000097,CI,2012.0,97.0,11.0,Ville D'Abidjan,GPS,U,5.37952,1.149079,0.25,95.34883720930232,20.930232558139537,44.95412844036697,57.14285714285714
97,CI201200000098,CI,2012.0,98.0,1.0,Centre,GPS,U,6.806986,0.640448,0.1,94.32624113475178,12.05673758865248,100.0,60.71428571428571
98,CI201200000099,CI,2012.0,99.0,2.0,Centre-Est,GPS,R,7.09574,0.269156,0.05,74.78260869565217,29.82456140350877,15.789473684210526,54.54545454545454
99,CI201200000100,CI,2012.0,100.0,4.0,Centre-Ouest,GPS,R,6.685151,1.2765,0.4117647058823529,25.0,6.41025641025641,15.384615384615383,38.095238095238095
100,CI201200000101,CI,2012.0,101.0,3.0,Centre-Nord,GPS,R,9.308593,0.561415,0.0833333333333333,100.0,4.3478260869565215,6.60377358490566,70.0
101,CI201200000102,CI,2012.0,102.0,11.0,Ville D'Abidjan,GPS,U,5.346215,3.049076,0.0,100.0,97.02970297029702,85.13513513513513,4.166666666666666
102,CI201200000103,CI,2012.0,103.0,10.0,Sud-Ouest,GPS,R,6.164881,0.608705,0.217391304347826,36.477987421383645,1.8867924528301887,8.270676691729323,41.37931034482759
103,CI201200000104,CI,2012.0,104.0,10.0,Sud-Ouest,GPS,R,4.765075,1.693176,0.1578947368421052,50.0,0.0,30.0,82.6086956521739
104,CI201200000105,CI,2012.0,105.0,5.0,Nord,GPS,U,9.953257,0.991042,0.0909090909090909,100.0,31.73076923076923,2.8846153846153846,70.83333333333334
105,CI201200000106,CI,2012.0,106.0,7.0,Nord-Ouest,GPS,R,8.465508,0.855799,0.2888888888888888,67.85714285714286,4.642857142857143,8.088235294117647,90.56603773584906
106,CI201200000107,CI,2012.0,107.0,10.0,Sud-Ouest,GPS,R,5.943022,0.772709,0.0833333333333333,44.13793103448276,8.96551724137931,0.0,57.89473684210527
107,CI201200000108,CI,2012.0,108.0,3.0,Centre-Nord,GAZ,U,7.705667,1.012685,0.05,85.44303797468355,15.822784810126585,0.0,94.73684210526316
108,CI201200000109,CI,2012.0,109.0,6.0,Nord-Est,GPS,R,8.29659,0.370759,0.15,28.5024154589372,0.0,0.0,83.33333333333334
109,CI201200000110,CI,2012.0,110.0,9.0,Sud sans Abidjan,GPS,U,5.682848,3.984994,0.1428571428571428,56.42857142857143,51.42857142857142,2.5210084033613445,32.142857142857146
110,CI201200000111,CI,2012.0,111.0,10.0,Sud-Ouest,GPS,R,4.679129,0.735362,0.1,100.0,54.91803278688525,13.636363636363637,80.76923076923077
111,CI201200000112,CI,2012.0,112.0,3.0,Centre-Nord,GPS,U,7.676075,0.366859,0.25,97.41379310344828,59.48275862068966,56.86274509803921,23.07692307692308
112,CI201200000113,CI,2012.0,113.0,8.0,Ouest,GPS,U,7.740542,0.965912,0.0769230769230769,69.2982456140351,42.98245614035088,100.0,53.84615384615385
113,CI201200000114,CI,2012.0,114.0,11.0,Ville D'Abidjan,GPS,U,5.33283,1.700932,0.0,100.0,87.9746835443038,78.26086956521739,21.875
114,CI201200000115,CI,2012.0,115.0,2.0,Centre-Est,GPS,R,6.145133,0.223014,0.2222222222222222,85.40145985401459,16.05839416058394,10.483870967741936,52.17391304347826
115,CI201200000116,CI,2012.0,116.0,11.0,Ville D'Abidjan,GPS,U,5.310639,1.032217,0.1538461538461538,75.43859649122807,0.0,32.30769230769231,59.09090909090909
116,CI201200000117,CI,2012.0,117.0,8.0,Ouest,GPS,R,7.54658,2.492559,0.2580645161290322,73.33333333333333,13.333333333333334,0.0,70.37037037037037
117,CI201200000118,CI,2012.0,118.0,5.0,Nord,GPS,R,9.509688,1.11974,0.0689655172413793,87.75510204081633,0.0,0.0,87.5
118,CI201200000119,CI,2012.0,119.0,10.0,Sud-Ouest,GPS,R,4.897206,0.589763,0.1071428571428571,24.62686567164179,0.0,45.07042253521127,76.0
119,CI201200000120,CI,2012.0,120.0,5.0,Nord,GPS,R,10.388346,0.770464,0.3333333333333333,82.6086956521739,8.695652173913043,0.0,92.3076923076923
120,CI201200000121,CI,2012.0,121.0,10.0,Sud-Ouest,GPS,U,4.770069,0.301106,0.2857142857142857,98.05825242718448,14.563106796116504,3.79746835443038,66.66666666666666
121,CI201200000122,CI,2012.0,122.0,4.0,Centre-Ouest,GPS,R,5.797293,1.134214,0.0588235294117647,87.96992481203007,6.015037593984962,19.565217391304348,62.5
122,CI201200000123,CI,2012.0,123.0,4.0,Centre-Ouest,GPS,U,6.897991,0.998303,0.3684210526315789,94.6808510638298,57.97872340425532,98.64864864864865,30.909090909090907
123,CI201200000124,CI,2012.0,124.0,4.0,Centre-Ouest,GPS,R,6.654972,2.132595,0.1153846153846153,92.54658385093168,0.0,0.0,90.625
124,CI201200000125,CI,2012.0,125.0,4.0,Centre-Ouest,GPS,R,7.2955,0.860018,0.2857142857142857,75.88652482269504,4.964539007092199,4.651162790697675,51.72413793103448
125,CI201200000126,CI,2012.0,126.0,1.0,Centre,GPS,R,6.397834,0.494275,0.2,32.27091633466135,0.0,8.629441624365482,60.0
126,CI201200000127,CI,2012.0,127.0,8.0,Ouest,GPS,U,7.266339,0.566021,0.2142857142857142,45.19230769230769,35.57692307692308,12.82051282051282,85.71428571428571
127,CI201200000128,CI,2012.0,128.0,7.0,Nord-Ouest,GPS,U,9.505708,0.531966,0.1666666666666666,84.9673202614379,78.43137254901961,0.0,67.74193548387096
128,CI201200000129,CI,2012.0,129.0,9.0,Sud sans Abidjan,GPS,U,6.38313,2.124203,0.0,90.19607843137256,49.01960784313725,54.71698113207547,10.0
